제품번호,제품명,최저가,최고가,브랜드,메이커,제품링크,메모리 종류,메모리,메모리 대역폭,단자,부가기능,보조전원,구성품,길이,높이,쿠다 프로세서,권장파워,소비전력,인터페이스,칩셋,냉각방식,쿨러,메모리클럭,부스트클럭,무상AS,부스트,LED제어시스템,속도,용도
28574462558,갤럭시 GALAX 지포스 RTX 3080 EX GAMER WHITE OC D6X 10GB LHR,1990990,,GALAX,갤럭시,https://search.shopping.naver.com/catalog/28574462558,GDDR6X,10GB,320bit,DisplayPort(3개),모니터4대연결,8+8핀,,285mm,,8704개,750W,340W,PCI-Express4.0(x16),지포스 RTX 3080,,팬(3개),19000MHz,1755MHz,,GPU부스트,AURA SYNC,,
83749939484,COLORFUL iGAME 지포스 RTX 3080 Ultra OC D6X 10GB LHR,1770000,,컬러풀,컬러풀,https://search.shopping.naver.com/catalog/83749939484,,,,,,,,,,,,,,,,,,,,,,,
83207496159,EVGA 지포스 RTX 3080 Ti FTW3 ULTRA HYBRID GAMING,2535000,,,EVGA,https://search.shopping.naver.com/catalog/83207496159,,,,,,,,,,,,,,,,,,,,,,,
83703307154,Nvidia Geforce RTX 3080 Ti FE 엔비디아 지포스 RTX 3080 티타늄 파운더스 에디션,2340000,,엔비디아,엔비디아,https://search.shopping.naver.com/catalog/83703307154,,,,,,,,,,,,,,,,,,,,,,,
29630689132,ASUS ROG XG Mobile GC31S-027 GeForce <b>RTX3080</b>/eGPU,1799000,,ASUS,ASUS,https://search.shopping.naver.com/catalog/29630689132,,,,,,,,,,,,,,,,,,,,,,,
30502050796,MSI RTX 3080 Ti 슈프림 X D6X 12GB 트라이프로져2S,2322320,,,,https://search.shopping.naver.com/catalog/30502050796,,,,,,,,,,,,,,,,,,,,,,,
30821200693,EVGA RTX 3080 FTW3 ULTRA GAMING D6X 10GB LHR,1825740,,,,https://search.shopping.naver.com/catalog/30821200693,,,,,,,,,,,,,,,,,,,,,,,
83743133658,MSI 지포스 RTX 3080 슈프림 X D6X 12GB 트라이프로져2S LHR,1998000,,MSI,MSI,https://search.shopping.naver.com/catalog/83743133658,,,,,,,,,,,,,,,,,,,,,,,
30878497927,리드텍 WinFast 지포스 RTX 3080 HURRICANE D6X 10GB,1679000,,,리드텍,https://search.shopping.naver.com/catalog/30878497927,,,,,,,,,,,,,,,,,,,,,,,
30803539320,MSI MSI RTX 3080 슈프림 X D6X 12GB 트라이프로져2S LHR,2005520,,MSI,MSI,https://search.shopping.naver.com/catalog/30803539320,,,,,,,,,,,,,,,,,,,,,,,
27472965522,조텍 GAMING 지포스 RTX 3080 Ti AMP Holo Black,2475300,,조텍,조텍,https://search.shopping.naver.com/catalog/27472965522,GDDR6X,12GB,384bit,HDMI(1개),모니터4대연결,8+8핀,단자보호캡,317.8mm,3슬롯,,750W,350W,PCI-Express4.0(x16),,,아이스스톰,,1710MHz,3년,GPU부스트,LED,,
28571925563,기가바이트 지포스 RTX 3080 Ti Xtreme D6X 12GB 제이씨현,2520000,,기가바이트,,https://search.shopping.naver.com/catalog/28571925563,GDDR6X,12GB,384bit,DisplayPort(3개),모니터4대연결,8+8+8핀,,320mm,,10240개,850W,,PCI-Express4.0(x16),지포스 RTX 3080 Ti,,제로팬(0-dB기술),19000MHz,1830MHz,,,,,
29499268112,MSI MSI RTX 3080 Ti 슈프림 X D6X 12GB 트라이프로져2S,2169200,,MSI,MSI,https://search.shopping.naver.com/catalog/29499268112,,,,,,,,,,,,,,,,,,,,,,,
30677870619,기가바이트 지포스 RTX 3080 Ti EAGLE D6X 12GB 피씨디렉트,2000870,,기가바이트,기가바이트,https://search.shopping.naver.com/catalog/30677870619,GDDR6X,12GB,384bit,DisplayPort 1.4(3개),모니터4대연결,8+8핀,,320mm,,10240개,750W,,PCI-Express4.0(x16),지포스 RTX 3080 Ti,,팬(3개),19000MHz,,,,RGB FUSION,,
83667670404,엔비디아 지포스 RTX 3080 티타늄 파운더스 에디션 Nvidia Geforce RTX 3080 Ti FE,2050000,,엔비디아,엔비디아,https://search.shopping.naver.com/catalog/83667670404,,,,,,,,,,,,,,,,,,,,,,,
30444933760,MSI 지포스 RTX 3080 슈프림X D6X 10G 트라이2S LHR,1857680,,,,https://search.shopping.naver.com/catalog/30444933760,,,,,,,,,,,,,,,,,,,,,,,
29953623155,MSI RTX 3080 Ti 슈프림 X D6X 12GB 트라이프로져2S,2274190,,,,https://search.shopping.naver.com/catalog/29953623155,,,,,,,,,,,,,,,,,,,,,,,
29990160995,MSI RTX 3080 슈프림 X D6X 10 트라이프로져2S LHR,1856800,,,,https://search.shopping.naver.com/catalog/29990160995,,,,,,,,,,,,,,,,,,,,,,,
30849403353,GIGABYTE AORUS RTX 3080 Master D6X 12GB 제이씨현,2047320,,,,https://search.shopping.naver.com/catalog/30849403353,,,,,,,,,,,,,,,,,,,,,,,
29422142633,조텍 GAMING 지포스 RTX 3080 Trinity OC D6X 10GB White LHR,1849000,,조텍,조텍,https://search.shopping.naver.com/catalog/29422142633,GDDR6X,10GB,320bit,HDMI 2.1(1개),모니터4대연결,8+8핀,,31.78cm,,8704개,750W,320W,PCI-Express4.0(x16),지포스 RTX 3080,,팬(3개),,1740MHz,,GPU부스트,LED,,
30449772635,MSI 지포스 RTX 3080 슈프림X D6X 10G 트라이2S LHR,1857680,,,,https://search.shopping.naver.com/catalog/30449772635,,,,,,,,,,,,,,,,,,,,,,,
30660332621,이엠텍 지포스 RTX 3080 BLACK EDITION OC D6X 12GB LHR,1937170,,이엠텍,이엠텍,https://search.shopping.naver.com/catalog/30660332621,GDDR6X,12GB,384bit,HDMI 2.1(1개),모니터4대연결,8+8핀,,29.4cm,,,750W,350W,PCI-Express4.0(x16),지포스 RTX 3080,,제로팬(0-dB기술),19000MHz,1740MHz,,GPU부스트,LED,1260MHz,
30803389593,MSI MSI RTX 3080 슈프림 X D6X 10GB 트라이프로져2S LHR,1978890,,MSI,MSI,https://search.shopping.naver.com/catalog/30803389593,,,,,,,,,,,,,,,,,,,,,,,
30854109482,MSI RTX 3080 슈프림 X D6X 12GB 트라이프로져2S LHR,1833920,,,,https://search.shopping.naver.com/catalog/30854109482,,,,,,,,,,,,,,,,,,,,,,,
83262747627,GIGABYTE AORUS 지포스 RTX 3080 Master V3 D6X 10GB 제이씨현,1970000,,기가바이트,기가바이트,https://search.shopping.naver.com/catalog/83262747627,,,,,,,,,,,,,,,,,,,,,,,
30891665235,이엠텍 이엠텍 XENON RTX 3080 TURBO JET OC D6X 10GB LHR,1782240,,이엠텍,이엠텍,https://search.shopping.naver.com/catalog/30891665235,,,,,,,,,,,,,,,,,,,,,,,
30678310621,기가바이트 지포스 RTX 3080 Ti VISION OC D6X 12GB 제이씨현,2249870,,기가바이트,기가바이트,https://search.shopping.naver.com/catalog/30678310621,GDDR6X,12GB,384bit,DisplayPort 1.4(3개),모니터4대연결,8+8핀,,320mm,,10240개,750W,,PCI-Express4.0(x16),지포스 RTX 3080 Ti,,팬(3개),19000MHz,1710MHz,,GPU부스트,RGB FUSION,,
83375519102,ASUS TUF Gaming 지포스 RTX 3080 O10G LHR OC D6X 10GB LHR,1850000,,TUF,ASUS,https://search.shopping.naver.com/catalog/83375519102,,,,,,,,,,,,,,,,,,,,,,,
30759961812,다채로운 iGame 그래픽 카드 <b>RTX3080</b>/RTX3070 Ti/RTX3060 Ti/GTX 1060,658300,,,UNKNOWN,https://search.shopping.naver.com/catalog/30759961812,,,,,,,,,,,,,,,,,,,,,,,
30678679951,MSI RTX 3080 슈프림 X D6X 10GB 트라이프로져2S LHR,1963280,,,,https://search.shopping.naver.com/catalog/30678679951,,,,,,,,,,,,,,,,,,,,,,,
30663372014,jMSI RTX 3080 슈프림 X D6X 10GB 트라이프로져2S LHR,1723040,,,,https://search.shopping.naver.com/catalog/30663372014,,,,,,,,,,,,,,,,,,,,,,,
28779665198,MSI GeForce RTX 3080 Ti VENTUS IX 12G OC 그래픽스 보드 VD7770,1752700,,MSI,,https://search.shopping.naver.com/catalog/28779665198,,,,,,,,,,,,,,,,,,,,,,,
30740318836,GPU 카드 RTX 3070 3080 3090 그래픽 카드 <b>rtx3080</b> Ti gtx3080 10g,1791121,,,,https://search.shopping.naver.com/catalog/30740318836,,,,,,,,,,,,,,,,,,,,,,,
30677353619,MSI RTX 3080 Ti 슈프림 X D6X 12GB 트라이프로져2S,2145440,,,,https://search.shopping.naver.com/catalog/30677353619,,,,,,,,,,,,,,,,,,,,,,,
28574752555,기가바이트 지포스 RTX 3080 Gaming OC V2 D6X 10GB 워터블럭 제이씨현,1890110,,기가바이트,기가바이트,https://search.shopping.naver.com/catalog/28574752555,GDDR6X,10GB,320bit,DisplayPort(3개),모니터4대연결,8+8핀,,310mm,,8704개,750W,,PCI-Express4.0(x16),지포스 RTX 3080,,,,1800MHz,,GPU부스트,RGB FUSION,,
30816934055,이엠텍 이엠텍 XENON RTX 3080 TURBO JET OC D6X 10GB LHR,1794320,,이엠텍,이엠텍,https://search.shopping.naver.com/catalog/30816934055,,,,,,,,,,,,,,,,,,,,,,,
30801160287,MSI  RTX 3080 Ti 슈프림 X D6X 12GB 트라이프로져2S,2322320,,,,https://search.shopping.naver.com/catalog/30801160287,,,,,,,,,,,,,,,,,,,,,,,
30803560321,MSI MSI RTX 3080 Ti 슈프림 X D6X 12GB 트라이프로져2S,2396210,,MSI,MSI,https://search.shopping.naver.com/catalog/30803560321,,,,,,,,,,,,,,,,,,,,,,,
30861332627,리드텍 WinFast 지포스 RTX 3080 TI HURRICANE D6X 12GB,2104480,,리드텍,리드텍,https://search.shopping.naver.com/catalog/30861332627,GDDR6X,12GB,384bit,HDMI 2.1(1개),모니터4대연결,8+8핀,,32.3cm,,10240개,750W,350W,PCI-Express4.0(x16),지포스 RTX 3080 Ti,,팬(3개),,1665MHz,,GPU부스트,RGB LED,1365MHz,
30599273621,갤럭시 GALAX 지포스 RTX 3080 SG OC D6X 12GB LHR,1998100,,GALAX,갤럭시,https://search.shopping.naver.com/catalog/30599273621,GDDR6X,12GB,384bit,HDMI 2.1(1개),모니터4대연결,,,31.7cm,,,750W,350W,PCI-Express4.0(x16),지포스 RTX 3080,,팬(3개),19000MHz,,,,LED,,
30816928762,EVGA RTX 3080 FTW3 ULTRA GAMING D6X 10GB LHR new,1825740,,,,https://search.shopping.naver.com/catalog/30816928762,,,,,,,,,,,,,,,,,,,,,,,
83535626228,GIGABYTE AORUS 지포스 RTX 3080 Xtreme 워터포스 V2 D6X 10GB 피씨디렉트,5000000,,기가바이트,기가바이트,https://search.shopping.naver.com/catalog/83535626228,,,,,,,,,,,,,,,,,,,,,,,
30676006618,조텍 GAMING GeForce RTX 3080 Trinity D6X 12GB LHR,2150000,,조텍,조텍,https://search.shopping.naver.com/catalog/30676006618,GDDR6X,12GB,,HDMI 2.1(1개),모니터4대연결,8+8핀,,31.78cm,,10240개,750W,350W,PCI-Express4.0(x16),지포스 RTX 3080 Ti,,팬(3개),,1695MHz,3년,GPU부스트,LED,,
30599393620,기가바이트 지포스 RTX 3080 Gaming OC D6X 12GB 제이씨현,1899000,,기가바이트,기가바이트,https://search.shopping.naver.com/catalog/30599393620,GDDR6X,12GB,384bit,HDMI 2.1(1개),모니터4대연결,8+8핀,,32cm,,,750W,,PCI-Express4.0(x16),지포스 RTX 3080,,팬(3개),19000MHz,1755MHz,,GPU부스트,RGB FUSION,,
30488774738,COLORFUL iGAME RTX 3080 Ti Vulcan OC D6X 12GB,2519390,,컬러풀,,https://search.shopping.naver.com/catalog/30488774738,,,,,,,,,,,,,,,,,,,,,,,
30893305118,EVGA RTX 3080 Ti FTW3 ULTRA GAMING D6X 12GB jj,2288180,,,,https://search.shopping.naver.com/catalog/30893305118,,,,,,,,,,,,,,,,,,,,,,,
30671773772,MSI MSI RTX 3080 Ti 슈프림 X D6X 12GB 트라이프로져2S,2274190,,,,https://search.shopping.naver.com/catalog/30671773772,,,,,,,,,,,,,,,,,,,,,,,
30527598763,MSI 지포스 RTX 3080 슈프림 X D6X 12GB 트라이프로져2S LHR,1899000,,,MSI,https://search.shopping.naver.com/catalog/30527598763,,,,,,,,,,,,,,,,,,,,,,,
30854097273,MSI RTX 3080 슈프림 X D6X 12GB 트라이프로져2S LHR,1833920,,,,https://search.shopping.naver.com/catalog/30854097273,,,,,,,,,,,,,,,,,,,,,,,
30865593670,MSI RTX 3080 슈프림 X D6X 10GB 트라이프로져2S LHR,1810260,,,,https://search.shopping.naver.com/catalog/30865593670,,,,,,,,,,,,,,,,,,,,,,,
30505558374,MSI RTX 3080 슈프림 X D6X 10GB 트라이프로져2S LHR,1781920,,,,https://search.shopping.naver.com/catalog/30505558374,,,,,,,,,,,,,,,,,,,,,,,
83495410240,이더리움 레이븐 채굴기 <b>RTX3080</b> 가상화폐,12000000,,기가바이트,기가바이트,https://search.shopping.naver.com/catalog/83495410240,,,,,,,,,,,,,,,,,,,,,,,
29202776390,MSI MSI RTX 3080 Ti 슈프림 X D6X 12GB 트라이프로져2S,2191200,,MSI,MSI,https://search.shopping.naver.com/catalog/29202776390,,,,,,,,,,,,,,,,,,,,,,,
30056068110,갤럭시 지포스 RTX 3080 Ti Hall Of Fame D6X 12GB,2859920,,,,https://search.shopping.naver.com/catalog/30056068110,,,,,,,,,,,,,,,,,,,,,,,
30618056404,GIGABYTE RTX 3080 Ti Gaming OC D6X 12GB 제이씨현,2376790,,,,https://search.shopping.naver.com/catalog/30618056404,,,,,,,,,,,,,,,,,,,,,,,
83399410080,EVGA 지포스 RTX 3080 Ti FTW3 ULTRA HYDRO COPPER GAMING,2617000,,,EVGA,https://search.shopping.naver.com/catalog/83399410080,,,,,,,,,,,,,,,,,,,,,,,
30428243618,컬러풀 iGAME 지포스 RTX 3080 Neptune OC D6X 10GB LHR,2350000,,컬러풀,컬러풀,https://search.shopping.naver.com/catalog/30428243618,GDDR6X,10GB,320bit,HDMI 2.1(1개),모니터4대연결,8+8+8핀,,29.5cm,,8704개,,400W,PCI-Express4.0(x16),지포스 RTX 3080,,팬(2개),19000MHz,1785MHz,,GPU부스트,LED,1440MHz,
29436307755,판매금지  GALAXY <b>RTX3080</b>Ti HOF Pro,3352580,,,,https://search.shopping.naver.com/catalog/29436307755,,,,,,,,,,,,,,,,,,,,,,,
30417319823,기가바이트 AORUS RTX 3080 Ti Master D6X 12GB 피씨디렉트 CR,2428800,,기가바이트,기가바이트,https://search.shopping.naver.com/catalog/30417319823,,,,,,,,,,,,,,,,,,,,,,,
30816904489,EVGA 지포스 RTX 3080 Ti FTW3 ULTRA GAMING D6X 12GB,2315690,,,,https://search.shopping.naver.com/catalog/30816904489,,,,,,,,,,,,,,,,,,,,,,,
83768622976,ASUS TUF Gaming 지포스 RTX 3080 O12G OC D6X 12GB,2183000,,ASUS,ASUS,https://search.shopping.naver.com/catalog/83768622976,,,,,,,,,,,,,,,,,,,,,,,
30861405622,리드텍 WinFast 지포스 RTX 3080 HURRICANE D6X 12GB,1929500,,리드텍,리드텍,https://search.shopping.naver.com/catalog/30861405622,GDDR6X,12GB,384bit,HDMI 2.1(1개),모니터4대연결,8+8핀,,32.3cm,,,750W,350W,PCI-Express4.0(x16),지포스 RTX 3080,,팬(3개),,1710MHz,,GPU부스트,RGB LED,1260MHz,
30893224073,EVGA RTX 3080 Ti FTW3 ULTRA GAMING D6X 12GB jj,2306370,,,,https://search.shopping.naver.com/catalog/30893224073,,,,,,,,,,,,,,,,,,,,,,,
29060864588,컬러풀 iGAME 지포스 RTX 3080 Advanced OC D6X 10GB LHR,1990000,,컬러풀,컬러풀,https://search.shopping.naver.com/catalog/29060864588,GDDR6X,10GB,320bit,HDMI 2.1(1개),모니터4대연결,8+8+8핀,,31.15cm,,8704개,,400W,PCI-Express4.0(x16),지포스 RTX 3080,,,19500MHz,1785MHz,,GPU부스트,,1440MHz,
30852193684,MSI 지포스 RTX 3080 슈프림 X D6X 12GB 트라이프로져2S LHR,1892000,,,,https://search.shopping.naver.com/catalog/30852193684,,,,,,,,,,,,,,,,,,,,,,,
83159159603,엔비디아 지포스 RTX 3080 파운더스 에디션 Nvidia Geforce RTX 3080 FE,2650000,,엔비디아,엔비디아,https://search.shopping.naver.com/catalog/83159159603,,,,,,,,,,,,,,,,,,,,,,,
30851801738,MSI RTX 3080 슈프림 X D6X 12GB 트라이프로져2S LHR,1833820,,MSI,,https://search.shopping.naver.com/catalog/30851801738,,,,,,,,,,,,,,,,,,,,,,,
83708116287,MSI 지포스 RTX 3080 슈프림 X D6X 10GB 트라이프로져2S LHR,1741000,,MSI,MSI,https://search.shopping.naver.com/catalog/83708116287,,,,,,,,,,,,,,,,,,,,,,,
30930371620,EVGA 지포스 RTX 3080 FTW3 ULTRA GAMING D6X 12GB LHR,1992780,,,EVGA,https://search.shopping.naver.com/catalog/30930371620,GDDR6X,12GB,,HDMI 2.1(1개),모니터4대연결,8+8+8핀,,30cm,,8960개,850W,380W,PCI-Express4.0(x16),지포스 RTX 3080,,팬(3개),19000MHz,1800MHz,,GPU부스트,LED,,
30894337117,DK COLORFUL iGAME  <b>RTX3080</b> Ti Advanced OC D6X 12GB,2092640,,,,https://search.shopping.naver.com/catalog/30894337117,,,,,,,,,,,,,,,,,,,,,,,
30676110244,MSI 지포스 RTX 3080 슈프림 X D6X 10GB 트라이프로져2S LHR,1759000,,,MSI,https://search.shopping.naver.com/catalog/30676110244,,,,,,,,,,,,,,,,,,,,,,,
83650113606,ASUS ROG XG Mobile GC31S-027 GeForce <b>RTX3080</b>/eGPU GV301,1799000,,ROG,ASUS,https://search.shopping.naver.com/catalog/83650113606,,,,,,,,,,,,,,,,,,,,,,,
30891760330,이엠텍 XENON RTX 3080 TURBO JET OC D6X 10GB LHR,1782240,,,,https://search.shopping.naver.com/catalog/30891760330,,,,,,,,,,,,,,,,,,,,,,,
30706521735,GIGABYTE AORUS <b>RTX3080</b> Xtreme워터블럭V2 피씨디렉트,1877420,,,,https://search.shopping.naver.com/catalog/30706521735,,,,,,,,,,,,,,,,,,,,,,,
30790918831,MSI 지포스 RTX 3080 Ti 슈프림 X D6X 12GB 트라이프로져2S,2199000,,,MSI,https://search.shopping.naver.com/catalog/30790918831,,,,,,,,,,,,,,,,,,,,,,,
30691881137,GIGABYTE AORUS RTX 3080 Master V3 D6X 10G 제이씨현,1958860,,,기가바이트,https://search.shopping.naver.com/catalog/30691881137,,,,,,,,,,,,,,,,,,,,,,,
30453150619,INNO3D 지포스 RTX 3080 Ti OC D6X 12GB X3 OC,2129400,,,INNO3D,https://search.shopping.naver.com/catalog/30453150619,GDDR6X,12GB,384bit,HDMI 2.1(1개),모니터4대연결,8+8핀,,30cm,,10240개,750W,350W,PCI-Express4.0(x16),지포스 RTX 3080 Ti,,팬(3개),19000MHz,1680MHz,,GPU부스트,,,
