제품번호,제품명,최저가,최고가,브랜드,메이커,제품링크,용량,메모리방식,동작속도,용도,전압,램타이밍(tRAS),램타이밍(tRP),램타이밍(tRCD),램타이밍(CL),XMP,방열판,메모리 규격,LED,LED제어시스템,LED동기화
81602284485,삼성 DDR4 노트북 <b>램</b> 16기가 <b>8기가</b> 3200 2666 2400 2133 Mhz메모리,51000,,삼성,삼성전자,https://search.shopping.naver.com/catalog/81602284485,,,,,,,,,,,,,,,
18772243511,삼성전자 삼성 DDR3 PC3-12800,6370,,삼성,삼성전자,https://search.shopping.naver.com/catalog/18772243511,,DDR3,,,,,,,,,,,,,
81616067252,데스크탑 DDR3 <b>8GB</b> PC3-12800 양면[당일출고],30000,,삼성,삼성전자,https://search.shopping.naver.com/catalog/81616067252,,,,,,,,,,,,,,,
82457751221,삼성 DDR4 <b>8G</b> 16G 32G 4GB PC4 21300 25600 19200 17000 노트북 메모리 <b>램</b>,28500,,삼성,삼성전자,https://search.shopping.naver.com/catalog/82457751221,,,,,,,,,,,,,,,
83038888764,삼성 <b>램 8GB</b> RAM DDR4 PC4 25600 데스크탑용RAM 3200MHz,44500,,삼성,삼성전자,https://search.shopping.naver.com/catalog/83038888764,,,,,,,,,,,,,,,
83036507582,삼성 <b>램 8GB</b> RAM DDR4 PC4 21300 데스크탑용RAM 2666MHz,45900,,삼성,삼성전자,https://search.shopping.naver.com/catalog/83036507582,,,,,,,,,,,,,,,
19392398524,삼성전자 삼성 노트북 DDR4 PC4-21300,22480,,삼성,삼성전자,https://search.shopping.naver.com/catalog/19392398524,4GB,DDR4,2666MHz(PC4-21,300),노트북용(SO-DIMM),1.2V,,,,,,,,,,
25535452522,게일 DDR4 PC4-25600 CL22 PRISTINE,33500,,게일,게일,https://search.shopping.naver.com/catalog/25535452522,,DDR4,3200MHz(PC4-25,600),데스크탑용(DIMM),1.2V,,,,,가능,,,,,
82104417967,삼성 데스트탑메모리 DDR4 PC4 <b>8G</b> 19200 2400T,36900,,삼성,삼성전자,https://search.shopping.naver.com/catalog/82104417967,,,,,,,,,,,,,,,
8495882417,삼성전자 삼성 노트북 DDR3L PC3-12800,17240,,삼성,삼성전자,https://search.shopping.naver.com/catalog/8495882417,2GB,DDR3L,1600MHz(PC3-12,800),노트북용(SO-DIMM),1.35V,,,,,,,,,,
21746918555,마이크론 크루셜 DDR4 PC4-25600 CL22,32840,,크루셜,마이크론,https://search.shopping.naver.com/catalog/21746918555,8GB,DDR4,3200MHz(PC4-25,600),데스크탑용(DIMM),1.2V,,,,,,,,,,
82599232964,삼성 DDR4 16G 32G <b>8G</b> 4G PC4 25600 21300 19200 데스크탑 <b>램</b> 메모리,20900,,삼성,삼성전자,https://search.shopping.naver.com/catalog/82599232964,,,,,,,,,,,,,,,
30701209475,삼성전자 DDR5-4800 <b>8GB</b>,87890,,,삼성전자,https://search.shopping.naver.com/catalog/30701209475,,,,,,,,,,,,,,,
21176247813,지스킬 DDR4 PC4-25600 CL16 AEGIS,39000,,지스킬,지스킬,https://search.shopping.naver.com/catalog/21176247813,8GB,DDR4,3200MHz(PC4-25,600),데스크탑용(DIMM),1.35V,,,,,가능,블랙,DIMM 288핀,,,
18324654837,지스킬 DDR4 PC4-25600 CL16 TRIDENT Z ROYAL 실버,170000,,지스킬,지스킬,https://search.shopping.naver.com/catalog/18324654837,8GB x 2,DDR4,3200MHz(PC4-25,600),데스크탑용(DIMM),1.35V,,,,,가능,실버,DIMM 288핀,RGB,AURA SYNC,
18750947405,지스킬 DDR4 PC4-25600 CL16 TRIDENT Z ROYAL 골드,170000,,지스킬,지스킬,https://search.shopping.naver.com/catalog/18750947405,8GB x 2,DDR4,3200MHz(PC4-25,600),데스크탑용(DIMM),1.35V,,,,,가능,골드,,RGB,AURA SYNC,
20942128098,지스킬 DDR4 PC4-25600 CL16 TRIDENT Z NEO,140000,,지스킬,지스킬,https://search.shopping.naver.com/catalog/20942128098,8GB x 2,DDR4,3200MHz(PC4-25,600),데스크탑용(DIMM),1.35V,,,,,가능,블랙,DIMM 288핀,RGB,AURA SYNC,
81739214188,노트북 <b>램 8기가</b> DDR3 PC3-10600/12800 /14900 / PC4 17000 새상품,31800,,SOUTH BRIDGE,에스비피씨파크,https://search.shopping.naver.com/catalog/81739214188,,,,,,,,,,,,,,,
82125042508,삼성 데스트탑메모리 DDR4 <b>8G</b> PC4 17000 2133P,37500,,삼성,삼성전자,https://search.shopping.naver.com/catalog/82125042508,,,,,,,,,,,,,,,
81964829921,삼성 노트북 메모리 DDR3 <b>8G</b> PC3L-12800S,31900,,삼성,삼성전자,https://search.shopping.naver.com/catalog/81964829921,,,,,,,,,,,,,,,
22094524613,이메이션 DDR4 PC4-25600 CL22,37000,,이메이션,이메이션,https://search.shopping.naver.com/catalog/22094524613,16GB,DDR4,3200MHz(PC4-25,600),데스크탑용(DIMM),1.2V,,,,,,,,,,
6616500620,삼성전자 삼성 <b>8G</b> DDR3 12800 SAM,38170,,삼성,삼성전자,https://search.shopping.naver.com/catalog/6616500620,8GB,DDR3,,,,,,,,,,DIMM 240핀,,,
22100441006,이메이션 노트북 DDR4 PC4-25600 CL22,38000,,이메이션,이메이션,https://search.shopping.naver.com/catalog/22100441006,16GB,DDR4,3200MHz(PC4-25,600),노트북용(SO-DIMM),1.2V,,,,,,,,,,
25230903522,이메이션 노트북 DDR3 PC3-12800 CL11,25000,,이메이션,이메이션,https://search.shopping.naver.com/catalog/25230903522,8GB,DDR3,1600MHz(PC3-12,800),노트북용(SO-DIMM),1.35V,,,,11,,,,,,
82046773454,삼성 아이맥 메모리 <b>램</b> 2020 2019 2017 5K 4G <b>8G</b> 16G 32G 업그레이드,25000,,삼성,삼성전자,https://search.shopping.naver.com/catalog/82046773454,,,,,,,,,,,,,,,
27120084523,마이크론 크루셜 Ballistix DDR4 PC4-28800 CL16 RGB White,59310,,크루셜,마이크론,https://search.shopping.naver.com/catalog/27120084523,16GB,DDR4,3600MHz(PC4-28,800),데스크탑용(DIMM),1.35V,38,18,18,16,가능,화이트,,RGB,AURA SYNC,가능
82456339056,삼성 노트북 <b>램 8GB</b> 16GB DDR4 21300 19200 17000 PC4 메모리,39800,,삼성,삼성전자,https://search.shopping.naver.com/catalog/82456339056,,,,,,,,,,,,,,,
83428189666,삼성 DDR4 <b>8G</b> 16G 32G 4G PC4 2133 2400 2666 3200 노트북 <b>램</b> 메모리,58900,,삼성,삼성전자,https://search.shopping.naver.com/catalog/83428189666,,,,,,,,,,,,,,,
29859977339,삼성 4GB <b>8GB</b> 16GB 4G <b>8G</b> 16G DDR3 PC3 1333 1600MHZ,23290,,,,https://search.shopping.naver.com/catalog/29859977339,,,,,,,,,,,,,,,
82151214696,삼성 정품 애플 2017 2019 2020 아이맥 메모리 <b>램</b> 4GB <b>8GB</b> 16GB 32GB 업그레이드,19000,,삼성,,https://search.shopping.naver.com/catalog/82151214696,,,,,,,,,,,,,,,
6731650405,삼성전자 삼성 노트북 DDR3 PC3-12800,8500,,삼성,삼성전자,https://search.shopping.naver.com/catalog/6731650405,8GB,DDR3,1600MHz(PC3-12,800),노트북용(SO-DIMM),,,,,,,,SO DIMM 204핀,,,
82366143595,삼성 <b>램</b> DDR4 PC4 21300 / 25600 데스크탑 메모리 <b>램</b> 2666 MHz / 3200MHz,44500,,삼성,삼성전자,https://search.shopping.naver.com/catalog/82366143595,,,,,,,,,,,,,,,
30387041071,삼성 칩 데스크탑 <b>램8기가</b> DDR3 8GB PC3-12800 1600MHz RAM 메모리  새상품,30800,,SOUTH BRIDGE,에스비피씨파크,https://search.shopping.naver.com/catalog/30387041071,,,,,,,,,,,,,,,
83686933869,삼성전자 DDR4 8GB PC4-2400T 삼성 8G 19200 노트북 메모리 소딤 <b>램 8기가</b>,43000,,삼성,삼성전자,https://search.shopping.naver.com/catalog/83686933869,,,,,,,,,,,,,,,
19627615641,이메이션 DDR4 PC4-21300,22500,,이메이션,이메이션,https://search.shopping.naver.com/catalog/19627615641,,,,,,,,,,,,,,,
82190777270,삼성전자 DDR4 <b>8G</b> PC4-19200 2400T / 17000 2133P / 21300 2666V 데스크탑메모리,37900,,삼성,삼성전자,https://search.shopping.naver.com/catalog/82190777270,,,,,,,,,,,,,,,
82349269109,삼성 DDR4 <b>8G</b> PC4 21300 데스크탑 메모리 <b>램</b> 카드 2666MHz 정전기방지비닐포장,53900,,삼성,삼성전자,https://search.shopping.naver.com/catalog/82349269109,,,,,,,,,,,,,,,
20915054517,에센코어 클레브 DDR4 PC4-21300 CL19,23080,,클레브,에센코어,https://search.shopping.naver.com/catalog/20915054517,,DDR4,2666MHz(PC4-21,300),데스크탑용(DIMM),1.2V,,,,,,,,,,
83070333578,하이닉스 노트북 <b>램8기가</b> DDR4 PC4-17000 2133MHz RAM 메모리 [중고],49800,,SK하이닉스,SK하이닉스,https://search.shopping.naver.com/catalog/83070333578,,,,,,,,,,,,,,,
83386888424,<b>램 8기가</b> DDR3 8GB PC3 -12800 데스크탑 RAM 컴퓨터램 램카드 새상품,30800,,,,https://search.shopping.naver.com/catalog/83386888424,,,,,,,,,,,,,,,
18750947389,삼성전자 삼성 DDR4 PC4-19200,20450,,삼성,삼성전자,https://search.shopping.naver.com/catalog/18750947389,4GB,DDR4,2400MHz(PC4-19,200),데스크탑용(DIMM),,,,,,,,,,,
82051877647,데스크탑램 저전력 DDR3 <b>8GB</b> PC3L - 12800 1600MHz 메모리 새상품,29800,,SOUTH BRIDGE,에스비피씨파크,https://search.shopping.naver.com/catalog/82051877647,,,,,,,,,,,,,,,
83131827830,삼성 DDR4 <b>8G</b> 16G 32G 4G PC4-21300 2666 3200 19200MHZ 노트북 메모리 <b>램</b>,28500,,삼성,삼성전자,https://search.shopping.naver.com/catalog/83131827830,,,,,,,,,,,,,,,
83437977683,삼성 DDR3 4G <b>8G</b> PC3 PC3L 12800 10600 8500 1600 1333 노트북 메모리 <b>램</b>,25900,,삼성,삼성전자,https://search.shopping.naver.com/catalog/83437977683,,,,,,,,,,,,,,,
82282523811,<b>램 8기가</b> DDR3 10600 12800 저전력 새상품 메모리 RAM,29600,,SOUTH BRIDGE,에스비피씨파크,https://search.shopping.naver.com/catalog/82282523811,,,,,,,,,,,,,,,
23268632897,삼성전자 DDR4 <b>8GB</b> PC4-25600 메모리 (3200MHz),40400,,,삼성전자,https://search.shopping.naver.com/catalog/23268632897,,,,,,,,,,,,,,,
10618610656,타무즈 DDR3 PC3-12800 CL11,18300,,타무즈,타무즈,https://search.shopping.naver.com/catalog/10618610656,8GB,DDR3,1600MHz(PC3-12,800),데스크탑용(DIMM),1.5V,,,,11,,,,,,
25727182432,삼성 DDR4 25600 <b>RAM 8GB</b> 노트북 3200Mhz 랩탑 메모리,43560,,삼성,삼성전자,https://search.shopping.naver.com/catalog/25727182432,,,,,,,,,,,,,,,
19392397846,삼성전자 삼성 노트북 DDR4 PC4-19200,36500,,삼성,삼성전자,https://search.shopping.naver.com/catalog/19392397846,8GB,DDR4,2400MHz(PC4-19,200),노트북용(SO-DIMM),,,,,,,,,,,
81959416040,<b>램8기가</b> DDR3 8G PC3-12800 데스크탑 메모리 신품,29500,,삼성,삼성전자,https://search.shopping.naver.com/catalog/81959416040,,,,,,,,,,,,,,,
83542659567,노트북메모리 DDR4 <b>8GB</b> PC4-3200 삼성 SK 마이크론,43000,,마이크론,마이크론,https://search.shopping.naver.com/catalog/83542659567,,,,,,,,,,,,,,,
83296308285,삼성 칩 DDR3 <b>8GB</b> PC3-12800U 데스크탑 평생AS(새상품),30000,,,,https://search.shopping.naver.com/catalog/83296308285,,,,,,,,,,,,,,,
6732320442,삼성전자 삼성 노트북 DDR3 PC3-10600,2480,,삼성,삼성전자,https://search.shopping.naver.com/catalog/6732320442,8GB,DDR3,1333MHz(PC3-10,600),노트북용(SO-DIMM),,,,,,,,SO DIMM 204핀,,,
81974143937,노트북 저전력 <b>램 8기가</b> PC3L-12800 / 19200 / 21300 새상품 메모리 RAM,31800,,SOUTH BRIDGE,에스비피씨파크,https://search.shopping.naver.com/catalog/81974143937,,,,,,,,,,,,,,,
83725874201,삼성전자 <b>8G</b> DDR4 25600 노트북 메모리,38900,,삼성,삼성전자,https://search.shopping.naver.com/catalog/83725874201,,,,,,,,,,,,,,,
29836305731,삼성정품 PC용 DDR4 <b>8GB</b> 21300 (2666v) 일반,37710,,,,https://search.shopping.naver.com/catalog/29836305731,,,,,,,,,,,,,,,
19392399360,타무즈 노트북 DDR4 PC4-21300 CL19,20170,,타무즈,타무즈,https://search.shopping.naver.com/catalog/19392399360,16GB,DDR4,2666MHz(PC4-21,300),노트북용(SO-DIMM),1.2V,,,,,,,,,,
14326585167,삼성전자 삼성 DDR4 21300 SAM,41000,,삼성,삼성전자,https://search.shopping.naver.com/catalog/14326585167,8GB,DDR4,,,,,,,,,,,,,
82067266732,노트북 <b>램 8기가</b> DDR4 PC4-19200 2400MHz 메모리 새상품,39800,,SOUTH BRIDGE,에스비피씨파크,https://search.shopping.naver.com/catalog/82067266732,,,,,,,,,,,,,,,
30782898001,삼성전자 DDR4 8GB PC4-2400T 19200 노트북 <b>램 8기가</b>,37840,,,,https://search.shopping.naver.com/catalog/30782898001,,,,,,,,,,,,,,,
83389448900,<b>램8기가</b> DDR3 8GB PC3L-12800 RAM 노트북램 램카드 새상품,31800,,,,https://search.shopping.naver.com/catalog/83389448900,,,,,,,,,,,,,,,
29549298759,메모리 DDR3-16G (<b>8G</b> X 2) <b>RAM</b> 변경 PC구매자전용,45000,,,,https://search.shopping.naver.com/catalog/29549298759,,,,,,,,,,,,,,,
30317130309,램카드 Samsung 4GB <b>8GB</b> 16GB 4G <b>8G</b> 16G DDR3 PC3,30840,,삼성,,https://search.shopping.naver.com/catalog/30317130309,,,,,,,,,,,,,,,
26418660522,에센코어 클레브 DDR4 PC4-25600 KLEVV CL22,37000,,클레브,에센코어,https://search.shopping.naver.com/catalog/26418660522,,DDR4,3200MHz(PC3-25,600),데스크탑용(DIMM),1.2V,,,,,,,DIMM 288핀,,,
30076697025,LG전자 노트북 <b>램8G</b> 추가(총16GB/DDR4)_장착후발송,47330,,LG전자,LG전자,https://search.shopping.naver.com/catalog/30076697025,,,,,,,,,,,,,,,
83170968356,삼성 정품 DDR4 <b>8GB</b> 16GB 32GB 4GB PC4 25600 21300 19200 17000 데스크탑 <b>램</b> 메모리(모든제품 평생AS),20000,,삼성,삼성전자,https://search.shopping.naver.com/catalog/83170968356,,,,,,,,,,,,,,,
82769935493,애플정품 아이맥 노트북 <b>램</b> 메모리 2020 2019 2017 5K 4G <b>8G</b> 16G 32G 업그레이드,17000,,SK하이닉스,SK하이닉스,https://search.shopping.naver.com/catalog/82769935493,,,,,,,,,,,,,,,
30643216739,삼성 칩 노트북 <b>램8기가</b> DDR3 8GB PC3L-12800 1600MHz RAM 저전력 메모리  새상품,30800,,SOUTH BRIDGE,에스비피씨파크,https://search.shopping.naver.com/catalog/30643216739,,,,,,,,,,,,,,,
30783468893,삼성전자 DDR4 8GB PC4-2400T 19200 노트북 <b>램 8기가</b>,37840,,,,https://search.shopping.naver.com/catalog/30783468893,,,,,,,,,,,,,,,
23515143497,에센코어 클레브 노트북 DDR4 25600 KLEVV CL22,35500,,클레브,에센코어,https://search.shopping.naver.com/catalog/23515143497,,DDR4,3200MHz(PC4-25,600),노트북용(SO-DIMM),1.2V,,,,,,블랙,,,,
83686928358,삼성전자 DDR4 8GB PC4-2133P 삼성 8G 17000 노트북 메모리 소딤 <b>램 8기가</b>,43000,,삼성,삼성전자,https://search.shopping.naver.com/catalog/83686928358,,,,,,,,,,,,,,,
14656168718,게일 DDR4 PC4-21300 CL19 PRISTINE,20000,,게일,게일,https://search.shopping.naver.com/catalog/14656168718,4GB,DDR4,2666MHz(PC4-21,300),데스크탑용(DIMM),1.2V,,,,,가능,,DIMM 288핀,,,
30715584160,마이크론 Crucial Ballistix DDR4 3200 CL16 <b>RAM 8GB</b> 데스크탑용 블랙,89300,,마이크론,마이크론,https://search.shopping.naver.com/catalog/30715584160,,,,,,,,,,,,,,,
30783488226,삼성전자 DDR4 8GB PC4-2133P 17000 노트북 <b>램 8기가</b>,37840,,,,https://search.shopping.naver.com/catalog/30783488226,,,,,,,,,,,,,,,
83240414761,마이크론 Ballistix DDR4-3600 CL16 RGB White (<b>8GB</b>),63880,,마이크론,마이크론,https://search.shopping.naver.com/catalog/83240414761,,,,,,,,,,,,,,,
23590602490,에센코어 클레브 CRAS X RGB PC4 25600 CL16,45940,,클레브,에센코어,https://search.shopping.naver.com/catalog/23590602490,,,,,,,,,,,,,,,
30783043956,삼성전자 <b>램8기가</b> DDR3 8G PC3-12800 데스크탑 메모리 신품,26050,,삼성,삼성전자,https://search.shopping.naver.com/catalog/30783043956,,,,,,,,,,,,,,,
26561920698,노트북 메모리 DDR3 <b>8G</b> PC3L-12800S  단품,31000,,삼성,,https://search.shopping.naver.com/catalog/26561920698,,,,,,,,,,,,,,,
18753516419,SK하이닉스 노트북 DDR3L PC3-12800,26790,,SK하이닉스,SK하이닉스,https://search.shopping.naver.com/catalog/18753516419,8GB,DDR3L,1600MHz(PC3-12,800),노트북용(SO-DIMM),1.35V,,,,,,,,,,
8118555004,삼성전자 삼성 <b>8G</b> DDR4 17000 SAM,39780,,삼성,삼성전자,https://search.shopping.naver.com/catalog/8118555004,8GB,DDR4,,,,,,,,,,,,,
29499174314,SK 하이닉스 DDR4 <b>램 8GB</b> 1RX8 PC4-2666V-SA1/SA2-11,79090,,,,https://search.shopping.naver.com/catalog/29499174314,,,,,,,,,,,,,,,
83703077788,OLOy BLADE RGB SYNC DDR4-3200 CL14 16G(8Gx2) B다이 튜닝메모리 게이밍,195000,,,,https://search.shopping.naver.com/catalog/83703077788,,,,,,,,,,,,,,,
18750947534,타무즈 DDR4 PC4-21300 CL19,20750,,타무즈,타무즈,https://search.shopping.naver.com/catalog/18750947534,16GB,DDR4,2666MHz(PC4-21,300),데스크탑용(DIMM),1.2V,43,19,19,19,,,,,,
30444851830,<b>8GB</b> <b>RAM</b> DDR2 2GB 4GB <b>8GB</b> 800mhz 노트북 메모리 <b>RAM</b>,24310,,,,https://search.shopping.naver.com/catalog/30444851830,,,,,,,,,,,,,,,
29830020532,삼성 DDR4 PC4 4G <b>8G</b> 16G 2133P 2400T 2666V 노트북,42610,,,,https://search.shopping.naver.com/catalog/29830020532,,,,,,,,,,,,,,,
18750979169,커세어 DDR4 PC4-25600 CL16 VENGEANCE RGB PRO 블랙,157990,,커세어,커세어,https://search.shopping.naver.com/catalog/18750979169,8GB x 2,DDR4,3200MHz(PC4-25,600),데스크탑용(DIMM),1.35V,,,,,가능,블랙,,RGB,AURA SYNC,가능
30019040733,마이크론 Crucial DDR4-3200 CL22 (<b>8GB</b>) 대원CTS,35120,,,,https://search.shopping.naver.com/catalog/30019040733,,,,,,,,,,,,,,,
82383602613,삼성 칩 데스크탑 <b>램8기가</b> DDR4 17000 19200 21300 RAM 메모리 새상품,29800,,SOUTH BRIDGE,에스비피씨파크,https://search.shopping.naver.com/catalog/82383602613,,,,,,,,,,,,,,,
82269188442,노트북 저전력 <b>램 8기가</b> PC3L-14900 1866Mhz 새상품 메모리 RAM,49800,,SOUTH BRIDGE,에스비피씨파크,https://search.shopping.naver.com/catalog/82269188442,,,,,,,,,,,,,,,
23892306379,삼성 DDR3L 8GB저전력 PC3L-12800U 데스크탑<b>램 8기가</b>,43120,,삼성,삼성전자,https://search.shopping.naver.com/catalog/23892306379,,,,,,,,,,,,,,,
